CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
200116,0,20116,MCN,MCN,FMCN,EUREX,"MSCI China Free Index",,Settlement,"",1,0.5,50,USD,"USD50 x Index","points",50,25,IIVIIVIIVIIV,2016-05-31,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,428
200119,0,20119,SCP,SCP,FSCP,EUREX,"STOXX Europe Small 200 Index",,Settlement,"",1,0.5,50,EUR,"EUR50 x Index","points",10,5,IIVIIVIIVIIV,2011-04-27,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,516
200120,0,20120,MCE,MCE,FMCE,EUREX,"EURO STOXX Mid Index",,Settlement,"",1,0.5,50,EUR,"EUR50 x Index","points",10,5,IIVIIVIIVIIV,2011-04-27,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,1545
200121,0,20121,XXE,XXE,FXXE,EUREX,"EURO STOXX Index",,Settlement,"",1,0.5,50,EUR,"EUR50 x Index","points",10,5,IIVIIVIIVIIV,2011-04-27,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,56
200122,0,20122,LCE,LCE,FLCE,EUREX,"EURO STOXX Large Index",,Settlement,"",1,0.5,50,EUR,"EUR50 x Index","points",10,5,IIVIIVIIVIIV,2011-04-27,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200123,0,20123,MUK,MUK,FMUK,EUREX,"MSCI UK Index",,Settlement,"",1,1,10,GBP,"GBP10 x Index","points",10,10,IIVIIVIIVIIV,2014-11-18,2021-07-30,"","07:50 - 22:00",,"",1,0,1,0,1,0
200124,0,20124,EEM,EEM,FMEN,EUREX,"MSCI Emerging Markets Index (EUR)",,Settlement,"",1,1,100,EUR,"EUR100 x Index","points",10,10,IIVIIVIIVIIV,2014-03-03,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,30
200125,0,20125,MEL,MEL,FMEL,EUREX,"MSCI Emerging Markets Latin America Index",,Settlement,"",1,1,100,USD,"USD100 x Index","points",10,10,IIVIIVIIVIIV,2013-06-28,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,597
200126,0,20126,MEE,MEE,FMEE,EUREX,"MSCI Emerging Markets EMEA Index",,Settlement,"",1,1,100,USD,"USD100 x Index","points",10,10,IIVIIVIIVIIV,2013-06-28,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,1078
200130,0,20130,BTM,BTM,FBTM,EUREX,"Mid-Term Euro-BTP",,Settlement,"",1,10,1000,EUR,"EUR 100000","percent",1,10,IIVIIVIIVIIV,2017-04-10,2021-07-30,"","08:00 - 19:00",,"",2,0,1,0,1,0
200169,0,20169,MAL,MAL,FMAU,EUREX,"MSCI Australia Index",,Settlement,"",1,0.1,10,USD,"USD 10","points",100,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,233
200170,0,20170,MTC,MTC,FMGC,EUREX,"MSCI Canada GTR Index",,Settlement,"",1,0.1,10,USD,"USD 10","points",100,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,4
200171,0,20171,MCO,MCO,FMCO,EUREX,"MSCI Colombia Index",,Settlement,"",1,0.1,10,USD,"USD 10","points",100,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200172,0,20172,MGF,MGF,FMGF,EUREX,"MSCI France GTR Index",,Settlement,"",1,1,100,EUR,"EUR 100","points",5,5,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200173,0,20173,MHK,MHK,FMHK,EUREX,"MSCI Hong Kong Index",,Settlement,"",1,1,1,USD,"USD 1","points",10,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",0,0,1,0,1,499
200174,0,20174,MIE,MIE,FMIN,EUREX,"MSCI India Index",,Settlement,"",1,1,100,USD,"USD 100","points",10,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,328
200175,0,20175,MIN,MIN,FMID,EUREX,"MSCI Indonesia Index",,Settlement,"",1,0.1,10,USD,"USD 10","points",50,5,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,514
200176,0,20176,MJP,MJP,FMJP,EUREX,"MSCI Japan Index",,Settlement,"",1,0.1,10,USD,"USD 10","points",1,0.1,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,80
200177,0,20177,MMY,MMY,FMMY,EUREX,"MSCI Malaysia Index",,Settlement,"",1,1,100,USD,"USD 100","points",10,10,IIVIIVIIVIIV,2013-06-28,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,258
200178,0,20178,MMX,MMX,FMMX,EUREX,"MSCI Mexico Index",,Settlement,"",1,0.5,50,USD,"USD 50","points",10,5,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,540
200179,0,20179,MPH,MPH,FMPH,EUREX,"MSCI Philippines Index",,Settlement,"",1,0.5,50,USD,"USD 50","points",10,5,IIVIIVIIVIIV,2013-06-28,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,56
200180,0,20180,MPL,MPL,FMPL,EUREX,"MSCI Poland Index",,Settlement,"",1,1,100,USD,"USD 100","points",10,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200181,0,20181,MRS,MRS,FMRS,EUREX,"MSCI Russia Index",,Settlement,"",1,0.5,50,USD,"USD 50","points",10,5,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,50
200182,0,20182,MZA,MZA,FMZA,EUREX,"MSCI South Africa Index",,Settlement,"",1,1,100,USD,"USD 100","points",10,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,33
200183,0,20183,MTH,MTH,FMTH,EUREX,"MSCI Thailand Index",,Settlement,"",1,0.1,10,USD,"USD 10","points",50,5,IIVIIVIIVIIV,2013-06-28,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,60
200184,0,20184,MDK,MDK,FMDK,EUREX,"MSCI UK Index (USD)",,Settlement,"",1,0.1,10,USD,"USD 10","points",100,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200185,0,20185,MGS,MGS,FMGS,EUREX,"MSCI USA GTR Index",,Settlement,"",1,1,10,USD,"USD 10","points",10,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",1,0,1,0,1,775
200186,0,20186,MUS,MUS,FMUS,EUREX,"MSCI USA Index",,Settlement,"",1,0.1,10,USD,"USD 10","points",100,10,IIVIIVIIVIIV,2018-02-15,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200418,0,20418,SLC,SLC,FSLC,EUREX,"EURO STOXX 50 Low Carbon Index",,Settlement,"",1,1,100,EUR,"EUR 100 x Index","points",10,10,IIVIIVIIVIIV,2019-02-11,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200419,0,20419,SEG,SEG,FSEG,EUREX,"STOXX Europe 600 ESG-X Index",,Settlement,"",1,1,100,EUR,"EUR 100 x Index","points",10,10,IIVIIVIIVIIV,2019-02-11,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,770
200420,0,20420,SLS,SLS,FSLS,EUREX,"STOXX Europe ESG Leaders Select 30 Index",,Settlement,"",1,1,100,EUR,"EUR 100 x Index","points",10,10,IIVIIVIIVIIV,2019-10-07,2021-07-30,"","07:50 - 22:00",,"",2,0,1,0,1,0
200443,0,20443,MAE,MAE,FMAE,EUREX,"MSCI ACWI Index",,Settlement,"",1,0.1,100,EUR,"EUR 100 x Index","points",50,5,IIVIIVIIVIIV,2016-09-01,2021-07-30,"","01:10 - 22:00",,"",3,0,1,0,1,312
200448,0,20448,SML,SML,FSMI,EUREX,"Swiss Market Index",,Last,"",1,1,10,CHF,"CHF 10 x Index","points",1,1,IIVIIVIIVIIV,2017-04-03,2021-07-30,"","07:50 - 22:00",,"",1,0,1,0,1,37476
200454,0,20454,TES,TES,TESX,EUREX,"EURO STOXX 50 Index Total Return",,Settlement,"",1,0.1,10,EUR,"EUR 10 x Index","points",1,0.1,IIVIIVIIVIIV,2016-12-02,2021-07-30,"","08:15 - 22:10",,"",2,0,1,0,1,3500
200456,0,20456,MEA,MEA,FMEA,EUREX,"MSCI Emerging Markets Asia Index",,Settlement,"",1,1,100,USD,"USD 100 x Index","points",10,10,IIVIIVIIVIIV,2013-07-01,2021-07-30,"","01:10 - 22:00",,"",2,0,1,0,1,17955
200457,0,20457,MWN,MWN,FMWN,EUREX,"MSCI World Index (EUR)",,Settlement,"",1,0.1,100,EUR,"EUR 100 x Index","points",1,0.1,IIVIIVIIVIIV,2014-03-03,2021-07-30,"","01:10 - 22:00",,"",3,0,1,0,1,1338
200458,0,20458,MWP,MWP,FMWP,EUREX,"MSCI World Price Index",,Settlement,"",1,0.01,10,USD,"USD 10 x Index","points",1,0.01,IIVIIVIIVIIV,2014-03-03,2021-07-30,"","01:10 - 22:00",,"",3,0,1,0,1,653
200459,0,20459,MEF,MEF,FMEF,EUREX,"MSCI Emerging Markets Price Index",,Settlement,"",1,0.05,50,USD,"USD 50 x Index","points",1,0.05,IIVIIVIIVIIV,2014-03-03,2021-07-30,"","01:10 - 22:00",,"",3,0,1,0,1,437
200460,0,20460,MMD,MMD,FMEM,EUREX,"MSCI Emerging Markets Index",,Settlement,"",1,0.1,100,USD,"USD 100 x Index","points",1,0.1,IIVIIVIIVIIV,2013-06-28,2021-07-30,"","01:10 - 22:00",,"",3,0,1,0,1,387
200461,0,20461,MFE,MFE,FMFA,EUREX,"MSCI EAFE Index",,Settlement,"",1,0.1,10,USD,"USD 10 x Index","points",1,0.1,IIVIIVIIVIIV,2017-06-09,2021-07-30,"","01:10 - 22:00",,"",2,0,1,0,1,0
200462,0,20462,MFP,MFP,FMFP,EUREX,"MSCI EAFE Price Index",,Settlement,"",1,0.05,50,USD,"USD 50 x Index","points",1,0.05,IIVIIVIIVIIV,2017-06-09,2021-07-30,"","01:10 - 22:00",,"",3,0,1,0,1,20
200463,0,20463,MED,MED,FMED,EUREX,"MSCI Europe Index (USD)",,Settlement,"",1,0.1,10,USD,"USD 10 x Index","points",1,0.1,IIVIIVIIVIIV,2015-12-10,2021-07-30,"","01:10 - 22:00",,"",2,0,1,0,1,243
200464,0,20464,MPA,MPA,FMPA,EUREX,"MSCI Pacific Index",,Settlement,"",1,0.1,10,USD,"USD 10 x Index","points",1,0.1,IIVIIVIIVIIV,2015-12-10,2021-07-30,"","01:10 - 22:00",,"",2,0,1,0,1,0
200465,0,20465,MPX,MPX,FMPX,EUREX,"MSCI Pacific Ex Japan Index",,Settlement,"",1,0.1,10,USD,"USD 10 x Index","points",1,0.1,IIVIIVIIVIIV,2014-11-18,2021-07-30,"","01:10 - 22:00",,"",2,0,1,0,1,33
200466,0,20466,MSG,MSG,FMSI,EUREX,"MSCI Singapore Index",,Settlement,"",1,0.05,5,USD,"USD 5 x Index","points",1,0.05,IIVIIVIIVIIV,2017-05-24,2021-07-30,"","01:10 - 22:00",,"",2,0,1,0,1,266
200467,0,20467,EBD,EBD,FEBD,EUREX,"Euro STOXX Banks Dividend Index",,Settlement,"",1,5,500,EUR,"EUR 500 x Index","points",1,5,IIIIIIIIIIIV,2014-01-09,2021-07-30,"","08:30 - 17:30",,"",2,0,1,0,1,6200
